Time(s),Distance(m)
12.94,0.4500
12.94,0.4600
12.94,0.4500
12.94,0.4600
12.94,0.4600
12.94,0.4600
12.94,0.4500
12.94,0.4500
12.94,0.4500
12.94,0.4600
12.94,0.4500
13.04,0.4400
13.04,0.4400
13.04,0.4300
13.04,0.4300
13.04,0.4300
13.04,0.4300
13.04,0.4300
13.04,0.4200
13.04,0.4200
13.04,0.4100
13.04,0.4100
13.14,0.4000
13.14,0.4000
13.14,0.4000
13.14,0.4000
13.14,0.3900
13.14,0.3900
13.14,0.3800
13.14,0.3800
13.14,0.3800
13.34,0.3800
13.34,0.3800
13.34,0.3800
13.34,0.3700
13.34,0.3700
13.34,0.3700
13.34,0.3700
13.34,0.3600
13.34,0.3600
13.34,0.3800
13.34,0.3800
13.34,0.3700
13.34,0.3600
13.34,0.3700
13.34,0.3700
13.34,0.3800
13.34,0.3700
13.34,0.3700
13.34,0.3700
13.44,0.3800
13.44,0.3800
13.44,0.3800
13.44,0.3800
13.44,0.3900
13.44,0.3900
13.44,0.4000
13.44,0.4000
13.44,0.4000
13.44,0.4100
13.44,0.4100
13.54,0.4200
13.54,0.4200
13.54,0.4200
13.54,0.4300
13.54,0.4300
13.54,0.4400
13.54,0.4400
13.54,0.4500
13.54,0.4600
13.54,0.4600
13.64,0.4500
13.64,0.4500
13.64,0.4500
13.64,0.4500
13.64,0.4500
13.64,0.4600
13.64,0.4600
13.64,0.4600
13.64,0.4600
13.64,0.4600
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4700
13.84,0.4600
13.84,0.4600
13.84,0.4600
13.84,0.4700
13.94,0.4700
13.94,0.4700
13.94,0.4700
13.94,0.4700
13.94,0.4800
13.94,0.4800
13.94,0.4900
13.94,0.4900
13.94,0.4800
13.94,0.4800
13.94,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4800
14.14,0.4700
14.14,0.4700
14.24,0.4600
14.24,0.4500
14.24,0.4400
14.24,0.4400
14.84,0.4500
